#iin;location;type;issuername;phone
533561;JAPAN;Mastercard;KINKI SHINKIN CREDIT SERVICE CO., LTD.;(06)-365-1501
533562;JAPAN;Mastercard;KINKI SHINKIN CREDIT SERVICE CO., LTD.;(06)-365-1501
533563;JAPAN;Mastercard;KINKI SHINKIN CREDIT SERVICE CO., LTD.;(06)-365-1501
533564;JAPAN;Mastercard;KINKI SHINKIN CREDIT SERVICE CO., LTD.;(06)-365-1501
533565;JAPAN;Mastercard;KINKI SHINKIN CREDIT SERVICE CO., LTD.;(06)-365-1501
533566;JAPAN;Mastercard;KINKI SHINKIN CREDIT SERVICE CO., LTD.;(06)-365-1501
533567;JAPAN;Mastercard;KINKI SHINKIN CREDIT SERVICE CO., LTD.;(06)-365-1501
533568;JAPAN;Mastercard;KINKI SHINKIN CREDIT SERVICE CO., LTD.;(06)-365-1501
533569;JAPAN;Mastercard;KINKI SHINKIN CREDIT SERVICE CO., LTD.;(06)-365-1501
533570;JAPAN;Mastercard;HOKKOKU CREDIT SERVICE CO., LTD., THE;0762-22-3322
533590;JAPAN;Mastercard;GUNGIN CARD CO., LTD., THE;0272-53-8111
533591;JAPAN;Mastercard;GUNGIN CARD CO., LTD., THE;0272-53-8111
533600;JAPAN;Mastercard;MIEGIN CARD CO., LTD., THE;81593543344
533610;JAPAN;Mastercard;CHUGOKU SHINKIN CREDIT SERVICE CO., LTD.;81822431181
533620;JAPAN;Mastercard;SHIKOKU SHINKIN CREDIT SERVICE CO., LTD.;0878-23-0707
533630;JAPAN;Mastercard;KANSAI CREDIT SERVICE CO., LTD., THE;81662121222
533640;JAPAN;Mastercard;SUMISHIN CARD CO., LTD.;81356405711
533650;JAPAN;Mastercard;ASAHI CARD CO., LTD.;8135-255-9700
533651;JAPAN;Mastercard;ASAHI CARD CO., LTD.;8135-255-9700
533660;JAPAN;Mastercard;TOHOKU SHINKIN BANK CREDIT SERVICE CO., LTD.;022-267-1331
533670;JAPAN;Mastercard;GOGIN CREDIT SERVICE CO., LTD.;0852-27-1777
533680;JAPAN;Mastercard;KYUSHU SHINKIN CARD CO., LTD.;096-352-1171
533690;JAPAN;Mastercard;CHUBU SHINKIN BANK CREDIT SERVICE CO., LTD.;052-202-0601
533700;JAPAN;Mastercard;DAIWA FINANCE CO., LTD.;81336655331
533710;JAPAN;Mastercard;SUMISEI CARD SERVICE CO., LTD.;81662293721
533720;JAPAN;Mastercard;KEIYOGIN CARD CO., LTD., THE;81432222131
533730;JAPAN;Mastercard;BIWAGIN CARD CO., LTD., THE;0775-21-5411
533800;UNITED STATES OF AMERICA;Mastercard;NATIONAL BANK OF COMMERCE;800-672-2539
533850;UNITED STATES OF AMERICA;Mastercard;MBNA AMERICA BANK, N.A.;800-441-7048
533851;UNITED STATES OF AMERICA;Mastercard;MBNA AMERICA BANK, N.A.;800-441-7048
533856;UNITED STATES OF AMERICA;Mastercard;MBNA AMERICA BANK, N.A.;800-441-7048
533910;UNITED STATES OF AMERICA;Mastercard;FIRST TENNESSEE BANK, N.A.;800-234-2840
534111;FRANCE;Mastercard;EUROPAY FRANCE, S.A.;33-1-45-67-84-84
534200;UNITED STATES OF AMERICA;Mastercard;BANK OF AMERICA, N.A. (USA);800-944-0404
534201;UNITED STATES OF AMERICA;Mastercard;BANK OF AMERICA, N.A. (USA);800-944-0404
534203;UNITED STATES OF AMERICA;Mastercard;BANK OF AMERICA, N.A. (USA);800-944-0404
534205;UNITED STATES OF AMERICA;Mastercard;BANK OF AMERICA, N.A. (USA);800-944-0404
534208;UNITED STATES OF AMERICA;Mastercard;BANK OF AMERICA, N.A. (USA);800-944-0404
534209;UNITED STATES OF AMERICA;Mastercard;BANK OF AMERICA, N.A. (USA);800-944-0404
534210;UNITED STATES OF AMERICA;Mastercard;BANK OF AMERICA, N.A. (USA);800-944-0404
534211;UNITED STATES OF AMERICA;Mastercard;BANK OF AMERICA, N.A. (USA);800-944-0404
534213;UNITED STATES OF AMERICA;Mastercard;BANK OF AMERICA, N.A. (USA);800-944-0404
534216;UNITED STATES OF AMERICA;Mastercard;BANK OF AMERICA, N.A. (USA);800-944-0404
534218;UNITED STATES OF AMERICA;Mastercard;BANK OF AMERICA, N.A. (USA);800-944-0404
534220;UNITED STATES OF AMERICA;Mastercard;BANK OF AMERICA, N.A. (USA);800-944-0404
534221;UNITED STATES OF AMERICA;Mastercard;BANK OF AMERICA, N.A. (USA);800-944-0404
534222;UNITED STATES OF AMERICA;Mastercard;BANK OF AMERICA, N.A. (USA);800-944-0404
534224;UNITED STATES OF AMERICA;Mastercard;BANK OF AMERICA, N.A. (USA);800-944-0404
534225;UNITED STATES OF AMERICA;Mastercard;BANK OF AMERICA, N.A. (USA);800-944-0404
534230;UNITED STATES OF AMERICA;Mastercard;BANK OF AMERICA, N.A. (USA);800-944-0404
534231;UNITED STATES OF AMERICA;Mastercard;BANK OF AMERICA, N.A. (USA);800-944-0404
534232;UNITED STATES OF AMERICA;Mastercard;BANK OF AMERICA, N.A. (USA);800-944-0404
534234;UNITED STATES OF AMERICA;Mastercard;BANK OF AMERICA, N.A. (USA);800-944-0404
534235;UNITED STATES OF AMERICA;Mastercard;BANK OF AMERICA, N.A. (USA);800-944-0404
534248;UNITED STATES OF AMERICA;MASTERCARD;HSBC BANK NEVADA N.A.;
534288;UNITED STATES OF AMERICA;Mastercard;BANK OF AMERICA, N.A. (USA);800-944-0404
534361;BRAZIL;Mastercard;UNIBANCO-UNIAO DE BANCOS BRASILEIROS, S.A.;551131166610
534710;UNITED STATES OF AMERICA;Mastercard;FIRST USA BANK, N.A.;800-955-9900
534711;UNITED STATES OF AMERICA;Mastercard;FIRST USA BANK, N.A.;800-955-9900
534712;UNITED STATES OF AMERICA;Mastercard;FIRST USA BANK, N.A.;800-955-9900
534713;UNITED STATES OF AMERICA;Mastercard;FIRST USA BANK, N.A.;800-955-9900
534714;UNITED STATES OF AMERICA;Mastercard;FIRST USA BANK, N.A.;800-955-9900
534715;UNITED STATES OF AMERICA;Mastercard;FIRST USA BANK, N.A.;800-955-9900
534716;UNITED STATES OF AMERICA;Mastercard;FIRST USA BANK, N.A.;800-955-9900
534717;UNITED STATES OF AMERICA;Mastercard;FIRST USA BANK, N.A.;800-955-9900
534718;UNITED STATES OF AMERICA;Mastercard;FIRST USA BANK, N.A.;800-955-9900
534719;UNITED STATES OF AMERICA;Mastercard;FIRST USA BANK, N.A.;800-955-9900
534762;PUERTO RICO;Mastercard;MONEY CARD ASSOCIATION PR LEAGUE, INC;787-758-2410
534764;PUERTO RICO;Mastercard;WESTERNBANK PUERTO RICO;787-834-8000
534765;PUERTO RICO;Mastercard;MONEY CARD ASSOCIATION PR LEAGUE, INC;787-758-2410
534766;PUERTO RICO;Mastercard;MONEY CARD ASSOCIATION PR LEAGUE, INC;787-758-2410
534800;UNITED STATES OF AMERICA;Mastercard;NATIONAL CITY BANK, KENTUCKY;800-282-7541
534810;UNITED STATES OF AMERICA;Mastercard;BANK ONE, N.A.;800-395-0080
534811;UNITED STATES OF AMERICA;Mastercard;BANK ONE, N.A.;800-395-0080
534812;UNITED STATES OF AMERICA;Mastercard;BANK ONE, N.A.;800-395-0080
534813;UNITED STATES OF AMERICA;Mastercard;BANK ONE, N.A.;800-395-0080
534814;UNITED STATES OF AMERICA;Mastercard;BANK ONE, N.A.;800-395-0080
534815;UNITED STATES OF AMERICA;Mastercard;BANK ONE, N.A.;800-395-0080
534816;UNITED STATES OF AMERICA;Mastercard;BANK ONE, N.A.;800-395-0080
534817;UNITED STATES OF AMERICA;Mastercard;BANK ONE, N.A.;800-395-0080
534818;UNITED STATES OF AMERICA;Mastercard;BANK ONE, N.A.;800-395-0080
534819;UNITED STATES OF AMERICA;Mastercard;BANK ONE, N.A.;800-395-0080
534910;SOUTH AFRICA;Mastercard;ABSA BANK LIMITED;27-12-317-0000
534911;SOUTH AFRICA;Mastercard;ABSA BANK LIMITED;27-12-317-0000
534913;TURKEY;Mastercard;KOCBANK A.S.;90-212-231-4010
534914;UNITED STATES OF AMERICA;Mastercard;NATIONAL CITY BANK OF MICHIGAN/ILLINOIS;800-282-7541
534915;BRAZIL;Mastercard;UNIBANCO-UNIAO DE BANCOS BRASILEIROS, S.A.;551131166610
534916;BRAZIL;Mastercard;UNIBANCO-UNIAO DE BANCOS BRASILEIROS, S.A.;551131166610
534919;UNITED STATES OF AMERICA;Mastercard;NATIONAL CITY BANK OF MICHIGAN/ILLINOIS;800-282-7541
534980;UNITED STATES OF AMERICA;Mastercard;NATIONAL CITY BANK;800-282-7541
534981;UNITED STATES OF AMERICA;Mastercard;NATIONAL CITY BANK;800-282-7541
534983;UNITED STATES OF AMERICA;Mastercard;NATIONAL CITY BANK;800-282-7541
535000;UNITED STATES OF AMERICA;Mastercard;KEYBANK N.A.;800-539-2968
535001;UNITED STATES OF AMERICA;Mastercard;KEYBANK N.A.;800-539-2968
535002;UNITED STATES OF AMERICA;Mastercard;KEYBANK N.A.;800-539-2968
535003;UNITED STATES OF AMERICA;Mastercard;KEYBANK N.A.;800-539-2968
535004;UNITED STATES OF AMERICA;Mastercard;KEYBANK N.A.;800-539-2968
535005;UNITED STATES OF AMERICA;Mastercard;KEYBANK N.A.;800-539-2968
535006;UNITED STATES OF AMERICA;Mastercard;KEYBANK N.A.;800-539-2968
535007;UNITED STATES OF AMERICA;Mastercard;KEYBANK N.A.;800-539-2968
535008;UNITED STATES OF AMERICA;Mastercard;KEYBANK N.A.;800-539-2968
535009;UNITED STATES OF AMERICA;Mastercard;KEYBANK N.A.;800-539-2968
535100;UNITED STATES OF AMERICA;Mastercard;MBNA AMERICA BANK, N.A.;800-441-7048
535101;UNITED STATES OF AMERICA;Mastercard;MBNA AMERICA BANK, N.A.;800-441-7048
535102;UNITED STATES OF AMERICA;Mastercard;MBNA AMERICA BANK, N.A.;800-441-7048
535103;UNITED STATES OF AMERICA;Mastercard;MBNA AMERICA BANK, N.A.;800-441-7048
535104;UNITED STATES OF AMERICA;Mastercard;MBNA AMERICA BANK, N.A.;800-441-7048
535105;UNITED STATES OF AMERICA;Mastercard;MBNA AMERICA BANK, N.A.;800-441-7048
535106;UNITED STATES OF AMERICA;Mastercard;MBNA AMERICA BANK, N.A.;800-441-7048
535107;UNITED STATES OF AMERICA;Mastercard;MBNA AMERICA BANK, N.A.;800-441-7048
535108;UNITED STATES OF AMERICA;Mastercard;MBNA AMERICA BANK, N.A.;800-441-7048
535109;UNITED STATES OF AMERICA;Mastercard;MBNA AMERICA BANK, N.A.;800-441-7048
535310;AUSTRALIA;Mastercard;COMMONWEALTH BANK OF AUSTRALIA;61-29-312-9567
535311;AUSTRALIA;Mastercard;COMMONWEALTH BANK OF AUSTRALIA;61-29-312-9567
535312;AUSTRALIA;Mastercard;COMMONWEALTH BANK OF AUSTRALIA;61-29-312-9567
535316;AUSTRALIA;Mastercard;COMMONWEALTH BANK OF AUSTRALIA;61-29-312-9567
535317;AUSTRALIA;Mastercard;COMMONWEALTH BANK OF AUSTRALIA;61-29-312-9567
535318;AUSTRALIA;Mastercard;COMMONWEALTH BANK OF AUSTRALIA;61-29-312-9567
535319;AUSTRALIA;Mastercard;COMMONWEALTH BANK OF AUSTRALIA;61-29-312-9567
535328;FINLAND;Mastercard;OP-KOTIPANKKI OY;358-9-40-41
535329;FINLAND;Mastercard;OP-KOTIPANKKI OY;358-9-40-41
535910;PEOPLES REPUBLIC OF CHINA;Mastercard;AGRICULTURAL BANK OF CHINA, THE;86-1068435599
535911;PEOPLES REPUBLIC OF CHINA;Mastercard;AGRICULTURAL BANK OF CHINA, THE;86-1068435599
535912;PEOPLES REPUBLIC OF CHINA;Mastercard;AGRICULTURAL BANK OF CHINA, THE;86-1068435599
535913;PEOPLES REPUBLIC OF CHINA;Mastercard;AGRICULTURAL BANK OF CHINA, THE;86-1068435599
535914;PEOPLES REPUBLIC OF CHINA;Mastercard;AGRICULTURAL BANK OF CHINA, THE;86-1068435599
535915;PEOPLES REPUBLIC OF CHINA;Mastercard;AGRICULTURAL BANK OF CHINA, THE;86-1068435599
535916;PEOPLES REPUBLIC OF CHINA;Mastercard;AGRICULTURAL BANK OF CHINA, THE;86-1068435599
535917;PEOPLES REPUBLIC OF CHINA;Mastercard;AGRICULTURAL BANK OF CHINA, THE;86-1068435599
535918;PEOPLES REPUBLIC OF CHINA;Mastercard;AGRICULTURAL BANK OF CHINA, THE;86-1068435599
535919;PEOPLES REPUBLIC OF CHINA;Mastercard;AGRICULTURAL BANK OF CHINA, THE;86-1068435599
535970;UNITED STATES OF AMERICA;Mastercard;KEYBANK N.A.;800-539-2968
535971;UNITED STATES OF AMERICA;Mastercard;KEYBANK N.A.;800-539-2968
535972;UNITED STATES OF AMERICA;Mastercard;KEYBANK N.A.;800-539-2968
535973;UNITED STATES OF AMERICA;Mastercard;KEYBANK N.A.;800-539-2968
535974;UNITED STATES OF AMERICA;Mastercard;KEYBANK N.A.;800-539-2968
535975;UNITED STATES OF AMERICA;Mastercard;KEYBANK N.A.;800-539-2968
535976;UNITED STATES OF AMERICA;Mastercard;KEYBANK N.A.;800-539-2968
535977;UNITED STATES OF AMERICA;Mastercard;KEYBANK N.A.;800-539-2968
535978;UNITED STATES OF AMERICA;Mastercard;KEYBANK N.A.;800-539-2968
535979;UNITED STATES OF AMERICA;Mastercard;KEYBANK N.A.;800-539-2968
536218;UNITED STATES OF AMERICA;Mastercard;CITIBANK SOUTH DAKOTA, N.A.;718-248-6600
536219;UNITED STATES OF AMERICA;Mastercard;CITIBANK SOUTH DAKOTA, N.A.;718-248-6600
536220;UNITED STATES OF AMERICA;Mastercard;CITIBANK SOUTH DAKOTA, N.A.;718-248-6600
536221;UNITED STATES OF AMERICA;Mastercard;CITIBANK SOUTH DAKOTA, N.A.;718-248-6600
536222;UNITED STATES OF AMERICA;Mastercard;CITIBANK SOUTH DAKOTA, N.A.;718-248-6600
536223;UNITED STATES OF AMERICA;Mastercard;CITIBANK SOUTH DAKOTA, N.A.;718-248-6600
536224;UNITED STATES OF AMERICA;Mastercard;CITIBANK SOUTH DAKOTA, N.A.;718-248-6600
536225;UNITED STATES OF AMERICA;Mastercard;CITIBANK SOUTH DAKOTA, N.A.;718-248-6600
536226;UNITED STATES OF AMERICA;Mastercard;CITIBANK SOUTH DAKOTA, N.A.;718-248-6600
536227;UNITED STATES OF AMERICA;Mastercard;CITIBANK SOUTH DAKOTA, N.A.;718-248-6600
536228;UNITED STATES OF AMERICA;Mastercard;CITIBANK SOUTH DAKOTA, N.A.;718-248-6600
536229;UNITED STATES OF AMERICA;Mastercard;CITIBANK SOUTH DAKOTA, N.A.;718-248-6600
536352;BRAZIL;Mastercard;BANCO ITAU S.A.;011-55-11-3067-9000
536358;BRAZIL;Mastercard;BANCO ITAU S.A.;011-55-11-3067-9000
536367;BRAZIL;Mastercard;BANCO ITAU S.A.;011-55-11-3067-9000
536371;BRAZIL;Mastercard;BANCO ITAU S.A.;011-55-11-3067-9000
536377;BRAZIL;Mastercard;BANCO ITAU S.A.;011-55-11-3067-9000
536380;BRAZIL;Mastercard;BANCO ITAU S.A.;011-55-11-3067-9000
536381;BRAZIL;Mastercard;BANCO ITAU S.A.;011-55-11-3067-9000
536382;BRAZIL;Mastercard;BANCO ITAU S.A.;011-55-11-3067-9000
536391;BRAZIL;Mastercard;BANCO ITAU S.A.;011-55-11-3067-9000
536452;BRAZIL;Mastercard;BANCO ITAU S.A.;011-55-11-3067-9000
536458;BRAZIL;Mastercard;BANCO ITAU S.A.;011-55-11-3067-9000
536467;BRAZIL;Mastercard;BANCO ITAU S.A.;011-55-11-3067-9000
536471;BRAZIL;Mastercard;BANCO ITAU S.A.;011-55-11-3067-9000
536477;BRAZIL;Mastercard;BANCO ITAU S.A.;011-55-11-3067-9000
536480;BRAZIL;Mastercard;BANCO ITAU S.A.;011-55-11-3067-9000
536481;BRAZIL;Mastercard;BANCO ITAU S.A.;011-55-11-3067-9000
536482;BRAZIL;Mastercard;BANCO ITAU S.A.;011-55-11-3067-9000
536491;BRAZIL;Mastercard;BANCO ITAU S.A.;011-55-11-3067-9000
536552;BRAZIL;Mastercard;BANCO ITAU S.A.;011-55-11-3067-9000
536558;BRAZIL;Mastercard;BANCO ITAU S.A.;011-55-11-3067-9000
536567;BRAZIL;Mastercard;BANCO ITAU S.A.;011-55-11-3067-9000
536571;BRAZIL;Mastercard;BANCO ITAU S.A.;011-55-11-3067-9000
536577;BRAZIL;Mastercard;BANCO ITAU S.A.;011-55-11-3067-9000
536580;BRAZIL;Mastercard;BANCO ITAU S.A.;011-55-11-3067-9000
536581;BRAZIL;Mastercard;BANCO ITAU S.A.;011-55-11-3067-9000
536582;BRAZIL;Mastercard;BANCO ITAU S.A.;011-55-11-3067-9000
536591;BRAZIL;Mastercard;BANCO ITAU S.A.;011-55-11-3067-9000
536960;UNITED STATES OF AMERICA;Mastercard;C.U. CARD SERVICES, INC;813-886-5000
536990;UNITED STATES OF AMERICA;Mastercard;CHASE MANHATTAN BANK USA, N.A.;516-934-2000
536991;UNITED STATES OF AMERICA;Mastercard;CHASE MANHATTAN BANK USA, N.A.;516-934-2000
536992;UNITED STATES OF AMERICA;Mastercard;CHASE MANHATTAN BANK USA, N.A.;516-934-2000
536993;UNITED STATES OF AMERICA;Mastercard;CHASE MANHATTAN BANK USA, N.A.;516-934-2000
536994;UNITED STATES OF AMERICA;Mastercard;CHASE MANHATTAN BANK USA, N.A.;516-934-2000
537620;SOUTH KOREA;Mastercard;BC CARD CO., LTD.;011-822-34758260
537703;SOUTH KOREA;Mastercard;BC CARD CO., LTD.;011-822-34758260
537706;SOUTH KOREA;Mastercard;BC CARD CO., LTD.;011-822-34758260
537711;SOUTH KOREA;Mastercard;BC CARD CO., LTD.;011-822-34758260
537712;SOUTH KOREA;Mastercard;BC CARD CO., LTD.;011-822-34758260
537720;SOUTH KOREA;Mastercard;BC CARD CO., LTD.;011-822-34758260
537721;SOUTH KOREA;Mastercard;BC CARD CO., LTD.;011-822-34758260
537722;SOUTH KOREA;Mastercard;BC CARD CO., LTD.;011-822-34758260
537723;SOUTH KOREA;Mastercard;BC CARD CO., LTD.;011-822-34758260
537724;SOUTH KOREA;Mastercard;BC CARD CO., LTD.;011-822-34758260
537725;SOUTH KOREA;Mastercard;BC CARD CO., LTD.;011-822-34758260
537727;SOUTH KOREA;Mastercard;BC CARD CO., LTD.;011-822-34758260
537731;SOUTH KOREA;Mastercard;BC CARD CO., LTD.;011-822-34758260
537732;SOUTH KOREA;Mastercard;BC CARD CO., LTD.;011-822-34758260
537733;SOUTH KOREA;Mastercard;BC CARD CO., LTD.;011-822-34758260
537736;SOUTH KOREA;Mastercard;BC CARD CO., LTD.;011-822-34758260
537739;SOUTH KOREA;Mastercard;BC CARD CO., LTD.;011-822-34758260
537900;UNITED STATES OF AMERICA;Mastercard;BANK OF LOUISIANA;504-889-9400
537901;UNITED STATES OF AMERICA;Mastercard;BANK OF LOUISIANA;504-889-9400
537902;UNITED STATES OF AMERICA;Mastercard;BANK OF LOUISIANA;504-889-9400
538393;JAMAICA;Mastercard;RBTT BANK JAMAICA LIMITED;876-960-2340-5
538720;SOUTH KOREA;Mastercard;BC CARD CO., LTD.;011-822-34758260
538803;SOUTH KOREA;Mastercard;BC CARD CO., LTD.;011-822-34758260
538806;SOUTH KOREA;Mastercard;BC CARD CO., LTD.;011-822-34758260
538811;SOUTH KOREA;Mastercard;BC CARD CO., LTD.;011-822-34758260
538812;SOUTH KOREA;Mastercard;BC CARD CO., LTD.;011-822-34758260
538820;SOUTH KOREA;Mastercard;BC CARD CO., LTD.;011-822-34758260
538821;SOUTH KOREA;Mastercard;BC CARD CO., LTD.;011-822-34758260
538822;SOUTH KOREA;Mastercard;BC CARD CO., LTD.;011-822-34758260
538823;SOUTH KOREA;Mastercard;BC CARD CO., LTD.;011-822-34758260
538824;SOUTH KOREA;Mastercard;BC CARD CO., LTD.;011-822-34758260
538825;SOUTH KOREA;Mastercard;BC CARD CO., LTD.;011-822-34758260
538827;SOUTH KOREA;Mastercard;BC CARD CO., LTD.;011-822-34758260
538831;SOUTH KOREA;Mastercard;BC CARD CO., LTD.;011-822-34758260
538832;SOUTH KOREA;Mastercard;BC CARD CO., LTD.;011-822-34758260
538833;SOUTH KOREA;Mastercard;BC CARD CO., LTD.;011-822-34758260
538836;SOUTH KOREA;Mastercard;BC CARD CO., LTD.;011-822-34758260
538839;SOUTH KOREA;Mastercard;BC CARD CO., LTD.;011-822-34758260
539000;BRAZIL;Mastercard;CREDICARD, S.A.;551132353737
539001;BRAZIL;Mastercard;CREDICARD, S.A.;551132353737
539002;BRAZIL;Mastercard;CREDICARD, S.A.;551132353737
539003;BRAZIL;Mastercard;CREDICARD, S.A.;551132353737
539010;BRAZIL;Mastercard;CREDICARD, S.A.;551132353737
539011;BRAZIL;Mastercard;CREDICARD, S.A.;551132353737
539012;BRAZIL;Mastercard;CREDICARD, S.A.;551132353737
539013;BRAZIL;Mastercard;CREDICARD, S.A.;551132353737
539014;BRAZIL;Mastercard;CREDICARD, S.A.;551132353737
539016;BRAZIL;Mastercard;CREDICARD, S.A.;551132353737
539017;BRAZIL;Mastercard;CREDICARD, S.A.;551132353737
539018;BRAZIL;Mastercard;CREDICARD, S.A.;551132353737
539019;BRAZIL;Mastercard;CREDICARD, S.A.;551132353737
539020;BRAZIL;Mastercard;CREDICARD, S.A.;551132353737
539021;BRAZIL;Mastercard;CREDICARD, S.A.;551132353737
539022;BRAZIL;Mastercard;CREDICARD, S.A.;551132353737
539023;BRAZIL;Mastercard;CREDICARD, S.A.;551132353737
539024;BRAZIL;Mastercard;CREDICARD, S.A.;551132353737
539027;BRAZIL;Mastercard;CREDICARD, S.A.;551132353737
539028;BRAZIL;Mastercard;CREDICARD, S.A.;551132353737
539029;BRAZIL;Mastercard;CREDICARD, S.A.;551132353737
539030;BRAZIL;Mastercard;CREDICARD, S.A.;551132353737
539031;BRAZIL;Mastercard;CREDICARD, S.A.;551132353737
539032;BRAZIL;Mastercard;BANCO DE CREDITO NACIONAL S.A.;5511-3684-2422
539033;BRAZIL;Mastercard;CREDICARD, S.A.;551132353737
539038;BRAZIL;Mastercard;BANCO BILBAO VIZCAYA ARGENTARIA BRASIL S.A.;55-1131496407
539039;BRAZIL;Mastercard;CREDICARD, S.A.;551132353737
539040;BRAZIL;Mastercard;CREDICARD, S.A.;551132353737
539041;BRAZIL;Mastercard;CREDICARD, S.A.;551132353737
539044;BRAZIL;Mastercard;CREDICARD, S.A.;551132353737
539048;BRAZIL;Mastercard;CREDICARD, S.A.;551132353737
539050;BRAZIL;Mastercard;CREDICARD, S.A.;551132353737
539051;BRAZIL;Mastercard;CREDICARD, S.A.;551132353737
539055;BRAZIL;Mastercard;CREDICARD, S.A.;551132353737
539058;BRAZIL;Mastercard;CREDICARD, S.A.;551132353737
539059;BRAZIL;Mastercard;BANCO ITAU S.A.;011-55-11-3067-9000
539060;BRAZIL;Mastercard;CREDICARD, S.A.;551132353737
539061;BRAZIL;Mastercard;CREDICARD, S.A.;551132353737
539062;BRAZIL;Mastercard;CREDICARD, S.A.;551132353737
539063;BRAZIL;Mastercard;CREDICARD, S.A.;551132353737
539064;BRAZIL;Mastercard;CREDICARD, S.A.;551132353737
539065;BRAZIL;Mastercard;CREDICARD, S.A.;551132353737
539066;BRAZIL;Mastercard;CREDICARD, S.A.;551132353737
539067;BRAZIL;Mastercard;BANCO ITAU S.A.;011-55-11-3067-9000
539068;BRAZIL;Mastercard;CREDICARD, S.A.;551132353737
539069;BRAZIL;Mastercard;CREDICARD, S.A.;551132353737
539070;BRAZIL;Mastercard;CREDICARD, S.A.;551132353737
539071;BRAZIL;Mastercard;CREDICARD, S.A.;551132353737
539072;BRAZIL;Mastercard;BANCO ITAU S.A.;011-55-11-3067-9000
539073;BRAZIL;Mastercard;CREDICARD, S.A.;551132353737
539074;BRAZIL;Mastercard;CREDICARD, S.A.;551132353737
539075;BRAZIL;Mastercard;CREDICARD, S.A.;551132353737
539076;BRAZIL;Mastercard;CREDICARD, S.A.;551132353737
539077;BRAZIL;Mastercard;CREDICARD, S.A.;551132353737
539078;BRAZIL;Mastercard;CREDICARD, S.A.;551132353737
539079;BRAZIL;Mastercard;CREDICARD, S.A.;551132353737
539080;BRAZIL;Mastercard;CREDICARD, S.A.;551132353737
539081;BRAZIL;Mastercard;CREDICARD, S.A.;551132353737
539082;BRAZIL;Mastercard;CREDICARD, S.A.;551132353737
539083;BRAZIL;Mastercard;CREDICARD, S.A.;551132353737
539084;BRAZIL;Mastercard;CREDICARD, S.A.;551132353737
539085;BRAZIL;Mastercard;CREDICARD, S.A.;551132353737
539086;BRAZIL;Mastercard;CREDICARD, S.A.;551132353737
539087;BRAZIL;Mastercard;CREDICARD, S.A.;551132353737
539088;BRAZIL;Mastercard;BANCO ITAU S.A.;011-55-11-3067-9000
539089;BRAZIL;Mastercard;CREDICARD, S.A.;551132353737
539090;BRAZIL;Mastercard;CREDICARD, S.A.;551132353737
539091;BRAZIL;Mastercard;CREDICARD, S.A.;551132353737
539092;BRAZIL;Mastercard;CREDICARD, S.A.;551132353737
539093;BRAZIL;Mastercard;CREDICARD, S.A.;551132353737
539097;BRAZIL;Mastercard;CREDICARD, S.A.;551132353737
539098;BRAZIL;Mastercard;CREDICARD, S.A.;551132353737
539099;BRAZIL;Mastercard;CREDICARD, S.A.;551132353737
539364;UNITED STATES OF AMERICA;Mastercard;BANK OF AMERICA, N.A. (USA);800-944-0404
539365;UNITED STATES OF AMERICA;Mastercard;BANK OF AMERICA, N.A. (USA);800-944-0404
539602;UNITED STATES OF AMERICA;Mastercard;DUTRAC COMMUNITY C.U.;563-582-1331
539603;UNITED STATES OF AMERICA;Mastercard;CITIBANK SOUTH DAKOTA, N.A.;800-423-4343
539605;HONDURAS;Mastercard;CREDOMATIC DEL ISTMO, S.A.;305-372-3000
539606;HONDURAS;Mastercard;CREDOMATIC DEL ISTMO, S.A.;305-372-3000
539609;ITALY;Mastercard;UNICREDITO ITALIANO;39-02-88621
539610;UNITED STATES OF AMERICA;Mastercard;CITIBANK SOUTH DAKOTA, N.A.;800-423-4343
539611;UNITED STATES OF AMERICA;Mastercard;CITIBANK SOUTH DAKOTA, N.A.;800-423-4343
539612;COLOMBIA;Mastercard;BANCO DE BOGOTA S.A.;57144410603511
539614;BRAZIL;Mastercard;HSBC BANK BRASIL S.A. - BANCO MULTIPLO;55-41-217-3939
539615;NETHERLANDS ANTILLES;Mastercard;GIRO CURACAO, N.V.;59994339999
539618;UNITED STATES OF AMERICA;Mastercard;CHASE MANHATTAN BANK USA, N.A.;800-356-5555
539620;UNITED STATES OF AMERICA;Mastercard;CITIBANK SOUTH DAKOTA, N.A.;800-423-4343
539640;UNITED STATES OF AMERICA;Mastercard;CITIBANK SOUTH DAKOTA, N.A.;800-423-4343
539641;UNITED STATES OF AMERICA;Mastercard;CITIBANK SOUTH DAKOTA, N.A.;800-423-4343
539642;UNITED STATES OF AMERICA;Mastercard;CITIBANK SOUTH DAKOTA, N.A.;800-423-4343
539643;UNITED STATES OF AMERICA;Mastercard;CITIBANK SOUTH DAKOTA, N.A.;800-423-4343
539644;UNITED STATES OF AMERICA;Mastercard;CITIBANK SOUTH DAKOTA, N.A.;800-423-4343
539646;UNITED STATES OF AMERICA;Mastercard;CITIBANK SOUTH DAKOTA, N.A.;800-423-4343
539647;UNITED STATES OF AMERICA;Mastercard;CITIBANK SOUTH DAKOTA, N.A.;800-423-4343
539655;UNITED STATES OF AMERICA;Mastercard;CITIBANK SOUTH DAKOTA, N.A.;800-423-4343
539656;UNITED STATES OF AMERICA;Mastercard;CITIBANK SOUTH DAKOTA, N.A.;800-423-4343
